X,Y,id,id_punto,est,nord,quota orot,info,note,materiale,diametro,material_1,h pozzetto,dimensione,foto-1,foto-2,foto-3,icon_url
14.2224560896231,41.5423423576069,"2540","761",435146.076,4599256.896,567.617,FOGNA,,,,,,,,,,./0.png
14.2210885377554,41.543142145672,"2542","726",435032.81,4599346.717,563.714,FOGNA,,,,,,,,,,./0.png
14.223597302684,41.5451096843761,"2543","729",435244.025,4599563.272,540.787,IDRICO,,,,,,,,,,./2.png
14.2207935454463,41.5431759060074,"2544","728",435008.239,4599350.687,561.526,FOGNA,,,,,,,,,,./0.png
14.2167029551319,41.5590938032019,"2290","360",434683.076,4601121,390.888,LUCE,,,,,,,,,,./1.png
14.2168585466989,41.5589860913812,"2291","359",434695.942,4601108.924,391.146,FOGNA,,,,,,,,,,./0.png
14.2168812397861,41.5590195367705,"2292","358",434697.868,4601112.62,391.216,LUCE,,,,,,,,,,./1.png
14.2148820608594,41.5581687687373,"2293","397",434530.302,4601019.68,377.745,FOGNA,,,,,,,,,,./0.png
14.2150341900128,41.5579112089643,"2294","396",434542.728,4600990.97,378.694,FOGNA,,,,,,,,,,./0.png
14.2151456493431,41.5577719339475,"2295","395",434551.882,4600975.423,379.265,LUCE,,,,,,,,,,./1.png
14.2152078313912,41.557636799105,"2296","394",434556.931,4600960.373,379.24,FOGNA,,,,,,,,,,./0.png
14.2145220154712,41.5591876608247,"2297","401",434501.307,4601133.072,382.097,FOGNA,,,,,,,,,,./0.png
14.2146571047498,41.5589244006965,"2298","400",434512.306,4601103.742,381.749,FOGNA,,,,,,,,,,./0.png
14.2148934955418,41.55839118201,"2299","399",434531.48,4601044.364,378.509,FOGNA,,,,,,,,,,./0.png
14.2148925958775,41.5583555341414,"2300","398",434531.369,4601040.407,378.279,IDRICO,,,,,,,,,,./2.png
14.2146573303816,41.5588988306307,"2301","405",434512.299,4601100.903,381.313,LUCE,,,,,,,,,,./1.png
14.2148295593956,41.5596806658996,"2302","372",434527.45,4601187.573,383.651,LUCE,,,,,,,,,,./1.png
14.2150535062962,41.5596219273778,"2303","371",434546.065,4601180.882,383.806,LUCE,,,,,,,,,,./1.png
14.2153037344994,41.5595675921828,"2304","370",434566.876,4601174.66,384.256,IDRICO,,,,,,,,,,./2.png
14.2152040849962,41.5595512304431,"2305","377",434558.55,4601172.919,384.048,IDRICO,,,,,,,,,,./2.png
14.2150968640849,41.5595808169974,"2306","376",434549.639,4601176.285,383.805,IDRICO,,,,,,,,,,./2.png
14.2148427084107,41.5596395925224,"2307","375",434528.505,4601183.003,383.661,FOGNA,,,,,,,,,,./0.png
14.2145528264574,41.5596954663004,"2308","374",434504.389,4601189.426,383.566,IDRICO,,Polietilene,"10",Polietilene,90,80x80,DCIM/pozzetti_20230626153505247.JPG,DCIM/pozzetti_20230626153531337.JPG,DCIM/pozzetti_20230626153544506.JPG,./2.png
14.2169041914084,41.5589739542258,"2309","349",434699.736,4601107.542,390.96,IDRICO,,Polietilene,"10",Polietilene,100,100x100,DCIM/pozzetti_20230626155252821.JPG,DCIM/pozzetti_20230626155218637.JPG,DCIM/pozzetti_20230626155232208.JPG,./2.png
14.2221864576616,41.5586485630377,"2666","152",435139.888,4601067.436,422.648,IDRICO,,,,,,,,,,./2.png
